gc.id	chrom	start	end	strand	assembly
GRCh38:chr1:+:144931003:144931003	chr1	144931003	144931003	+	:assembly/GRCh38
GRCh38:chr1:+:146410012:146410012	chr1	146410012	146410012	+	:assembly/GRCh38
GRCh38:chr1:+:151112131:151112131	chr1	151112131	151112131	+	:assembly/GRCh38
GRCh38:chr1:+:152128674:152128674	chr1	152128674	152128674	+	:assembly/GRCh38
GRCh38:chr1:+:153066119:153066119	chr1	153066119	153066119	+	:assembly/GRCh38
GRCh38:chr1:+:153905348:153905348	chr1	153905348	153905348	+	:assembly/GRCh38
GRCh38:chr1:+:155279585:155279585	chr1	155279585	155279585	+	:assembly/GRCh38
GRCh38:chr1:+:156883058:156883058	chr1	156883058	156883058	+	:assembly/GRCh38
GRCh38:chr1:+:160100328:160100328	chr1	160100328	160100328	+	:assembly/GRCh38
GRCh38:chr1:+:160784439:160784439	chr1	160784439	160784439	+	:assembly/GRCh38
GRCh38:chr1:+:169346101:169346101	chr1	169346101	169346101	+	:assembly/GRCh38
GRCh38:chr1:+:171310772:171310772	chr1	171310772	171310772	+	:assembly/GRCh38
GRCh38:chr1:+:176668713:176668713	chr1	176668713	176668713	+	:assembly/GRCh38
GRCh38:chr1:+:177001821:177001821	chr1	177001821	177001821	+	:assembly/GRCh38
GRCh38:chr1:+:179414169:179414169	chr1	179414169	179414169	+	:assembly/GRCh38
GRCh38:chr1:+:179631380:179631380	chr1	179631380	179631380	+	:assembly/GRCh38
GRCh38:chr1:+:182636093:182636093	chr1	182636093	182636093	+	:assembly/GRCh38
GRCh38:chr1:+:182636094:182636094	chr1	182636094	182636094	+	:assembly/GRCh38
GRCh38:chr1:+:186302350:186302350	chr1	186302350	186302350	+	:assembly/GRCh38
GRCh38:chr1:+:197070788:197070788	chr1	197070788	197070788	+	:assembly/GRCh38
GRCh38:chr1:+:197070789:197070789	chr1	197070789	197070789	+	:assembly/GRCh38
GRCh38:chr1:+:197168852:197168852	chr1	197168852	197168852	+	:assembly/GRCh38
GRCh38:chr1:+:197411295:197411295	chr1	197411295	197411295	+	:assembly/GRCh38
GRCh38:chr1:+:200972871:200972871	chr1	200972871	200972871	+	:assembly/GRCh38
GRCh38:chr1:+:201185591:201185591	chr1	201185591	201185591	+	:assembly/GRCh38
GRCh38:chr1:+:201187709:201187709	chr1	201187709	201187709	+	:assembly/GRCh38
GRCh38:chr1:+:212141284:212141284	chr1	212141284	212141284	+	:assembly/GRCh38
GRCh38:chr1:+:221057991:221057991	chr1	221057991	221057991	+	:assembly/GRCh38
GRCh38:chr1:+:222737428:222737428	chr1	222737428	222737428	+	:assembly/GRCh38
GRCh38:chr1:+:223947018:223947018	chr1	223947018	223947018	+	:assembly/GRCh38
GRCh38:chr1:+:228495992:228495992	chr1	228495992	228495992	+	:assembly/GRCh38
GRCh38:chr1:+:228526009:228526009	chr1	228526009	228526009	+	:assembly/GRCh38
GRCh38:chr1:+:229433362:229433362	chr1	229433362	229433362	+	:assembly/GRCh38
GRCh38:chr1:+:231064818:231064818	chr1	231064818	231064818	+	:assembly/GRCh38
GRCh38:chr1:+:237780733:237780733	chr1	237780733	237780733	+	:assembly/GRCh38
GRCh38:chr1:+:237789011:237789011	chr1	237789011	237789011	+	:assembly/GRCh38
GRCh38:chr1:+:237947415:237947415	chr1	237947415	237947415	+	:assembly/GRCh38
GRCh38:chr1:+:248059315:248059315	chr1	248059315	248059315	+	:assembly/GRCh38
GRCh38:chr1:+:248343719:248343719	chr1	248343719	248343719	+	:assembly/GRCh38
GRCh38:chr1:+:248458342:248458342	chr1	248458342	248458342	+	:assembly/GRCh38
GRCh38:chr1:+:248737725:248737725	chr1	248737725	248737725	+	:assembly/GRCh38
GRCh38:chr1:+:248814155:248814155	chr1	248814155	248814155	+	:assembly/GRCh38
GRCh38:chr10:+:5255064:5255064	chr10	5255064	5255064	+	:assembly/GRCh38
GRCh38:chr10:+:13702555:13702555	chr10	13702555	13702555	+	:assembly/GRCh38
GRCh38:chr10:+:31791383:31791383	chr10	31791383	31791383	+	:assembly/GRCh38
GRCh38:chr10:+:37508529:37508529	chr10	37508529	37508529	+	:assembly/GRCh38
GRCh38:chr10:+:45936007:45936007	chr10	45936007	45936007	+	:assembly/GRCh38
GRCh38:chr10:+:46254776:46254776	chr10	46254776	46254776	+	:assembly/GRCh38
GRCh38:chr10:+:49392620:49392620	chr10	49392620	49392620	+	:assembly/GRCh38
GRCh38:chr10:+:51582889:51582889	chr10	51582889	51582889	+	:assembly/GRCh38
GRCh38:chr10:+:52595989:52595989	chr10	52595989	52595989	+	:assembly/GRCh38
GRCh38:chr10:+:55568589:55568589	chr10	55568589	55568589	+	:assembly/GRCh38
GRCh38:chr10:+:64967381:64967381	chr10	64967381	64967381	+	:assembly/GRCh38
GRCh38:chr10:+:68280419:68280419	chr10	68280419	68280419	+	:assembly/GRCh38
GRCh38:chr10:+:69959196:69959196	chr10	69959196	69959196	+	:assembly/GRCh38
GRCh38:chr10:+:73498312:73498312	chr10	73498312	73498312	+	:assembly/GRCh38
GRCh38:chr10:+:75566505:75566505	chr10	75566505	75566505	+	:assembly/GRCh38
GRCh38:chr10:+:76818104:76818104	chr10	76818104	76818104	+	:assembly/GRCh38
GRCh38:chr10:+:78647207:78647207	chr10	78647207	78647207	+	:assembly/GRCh38
GRCh38:chr10:+:84738732:84738732	chr10	84738732	84738732	+	:assembly/GRCh38
GRCh38:chr10:+:87482802:87482802	chr10	87482802	87482802	+	:assembly/GRCh38
GRCh38:chr10:+:91478516:91478516	chr10	91478516	91478516	+	:assembly/GRCh38
GRCh38:chr10:+:98742071:98742071	chr10	98742071	98742071	+	:assembly/GRCh38
GRCh38:chr10:+:98760913:98760913	chr10	98760913	98760913	+	:assembly/GRCh38
GRCh38:chr10:+:102275926:102275926	chr10	102275926	102275926	+	:assembly/GRCh38
GRCh38:chr10:+:103986396:103986396	chr10	103986396	103986396	+	:assembly/GRCh38
GRCh38:chr10:+:105344712:105344712	chr10	105344712	105344712	+	:assembly/GRCh38
GRCh38:chr10:+:108389069:108389069	chr10	108389069	108389069	+	:assembly/GRCh38
GRCh38:chr10:+:108389070:108389070	chr10	108389070	108389070	+	:assembly/GRCh38
GRCh38:chr10:+:116606002:116606002	chr10	116606002	116606002	+	:assembly/GRCh38
GRCh38:chr10:+:116930999:116930999	chr10	116930999	116930999	+	:assembly/GRCh38
GRCh38:chr10:+:117061521:117061521	chr10	117061521	117061521	+	:assembly/GRCh38
GRCh38:chr10:+:117221510:117221510	chr10	117221510	117221510	+	:assembly/GRCh38
GRCh38:chr10:+:119805410:119805410	chr10	119805410	119805410	+	:assembly/GRCh38
GRCh38:chr10:+:121596409:121596409	chr10	121596409	121596409	+	:assembly/GRCh38
GRCh38:chr10:+:123274656:123274656	chr10	123274656	123274656	+	:assembly/GRCh38
GRCh38:chr10:+:133058566:133058566	chr10	133058566	133058566	+	:assembly/GRCh38
GRCh38:chr11:+:376127:376127	chr11	376127	376127	+	:assembly/GRCh38
GRCh38:chr11:+:1258387:1258387	chr11	1258387	1258387	+	:assembly/GRCh38
GRCh38:chr11:+:1606091:1606091	chr11	1606091	1606091	+	:assembly/GRCh38
GRCh38:chr11:+:2591961:2591961	chr11	2591961	2591961	+	:assembly/GRCh38
GRCh38:chr11:+:3661341:3661341	chr11	3661341	3661341	+	:assembly/GRCh38
GRCh38:chr11:+:3794875:3794875	chr11	3794875	3794875	+	:assembly/GRCh38
GRCh38:chr11:+:4928760:4928760	chr11	4928760	4928760	+	:assembly/GRCh38
GRCh38:chr11:+:5254280:5254280	chr11	5254280	5254280	+	:assembly/GRCh38
GRCh38:chr11:+:5969286:5969286	chr11	5969286	5969286	+	:assembly/GRCh38
GRCh38:chr11:+:6623243:6623243	chr11	6623243	6623243	+	:assembly/GRCh38
GRCh38:chr11:+:6912805:6912805	chr11	6912805	6912805	+	:assembly/GRCh38
GRCh38:chr11:+:7949446:7949446	chr11	7949446	7949446	+	:assembly/GRCh38
GRCh38:chr11:+:8161620:8161620	chr11	8161620	8161620	+	:assembly/GRCh38
GRCh38:chr11:+:9530201:9530201	chr11	9530201	9530201	+	:assembly/GRCh38
GRCh38:chr11:+:17438504:17438504	chr11	17438504	17438504	+	:assembly/GRCh38
GRCh38:chr11:+:18327815:18327815	chr11	18327815	18327815	+	:assembly/GRCh38
GRCh38:chr11:+:20623056:20623056	chr11	20623056	20623056	+	:assembly/GRCh38
GRCh38:chr11:+:32456321:32456321	chr11	32456321	32456321	+	:assembly/GRCh38
GRCh38:chr11:+:32676511:32676511	chr11	32676511	32676511	+	:assembly/GRCh38
GRCh38:chr11:+:45671284:45671284	chr11	45671284	45671284	+	:assembly/GRCh38
GRCh38:chr11:+:46329537:46329537	chr11	46329537	46329537	+	:assembly/GRCh38
GRCh38:chr11:+:46396582:46396582	chr11	46396582	46396582	+	:assembly/GRCh38
GRCh38:chr11:+:47188135:47188135	chr11	47188135	47188135	+	:assembly/GRCh38
GRCh38:chr11:+:55658821:55658821	chr11	55658821	55658821	+	:assembly/GRCh38
GRCh38:chr11:+:55658875:55658875	chr11	55658875	55658875	+	:assembly/GRCh38
GRCh38:chr11:+:55798150:55798150	chr11	55798150	55798150	+	:assembly/GRCh38
GRCh38:chr11:+:55798567:55798567	chr11	55798567	55798567	+	:assembly/GRCh38
GRCh38:chr11:+:56058376:56058376	chr11	56058376	56058376	+	:assembly/GRCh38
GRCh38:chr11:+:56380101:56380101	chr11	56380101	56380101	+	:assembly/GRCh38
GRCh38:chr11:+:56380281:56380281	chr11	56380281	56380281	+	:assembly/GRCh38
GRCh38:chr11:+:57003434:57003434	chr11	57003434	57003434	+	:assembly/GRCh38
GRCh38:chr11:+:58169991:58169991	chr11	58169991	58169991	+	:assembly/GRCh38
GRCh38:chr11:+:58391598:58391598	chr11	58391598	58391598	+	:assembly/GRCh38
GRCh38:chr11:+:60152636:60152636	chr11	60152636	60152636	+	:assembly/GRCh38
GRCh38:chr11:+:61017387:61017387	chr11	61017387	61017387	+	:assembly/GRCh38
GRCh38:chr11:+:62010902:62010902	chr11	62010902	62010902	+	:assembly/GRCh38
GRCh38:chr11:+:64129169:64129169	chr11	64129169	64129169	+	:assembly/GRCh38
GRCh38:chr11:+:64137062:64137062	chr11	64137062	64137062	+	:assembly/GRCh38
GRCh38:chr11:+:67267454:67267454	chr11	67267454	67267454	+	:assembly/GRCh38
GRCh38:chr11:+:67269467:67269467	chr11	67269467	67269467	+	:assembly/GRCh38
GRCh38:chr11:+:67269479:67269479	chr11	67269479	67269479	+	:assembly/GRCh38
GRCh38:chr11:+:69950126:69950126	chr11	69950126	69950126	+	:assembly/GRCh38
GRCh38:chr11:+:72012944:72012944	chr11	72012944	72012944	+	:assembly/GRCh38
GRCh38:chr11:+:77629897:77629897	chr11	77629897	77629897	+	:assembly/GRCh38
GRCh38:chr11:+:88780896:88780896	chr11	88780896	88780896	+	:assembly/GRCh38
GRCh38:chr11:+:92568036:92568036	chr11	92568036	92568036	+	:assembly/GRCh38
GRCh38:chr11:+:94169033:94169033	chr11	94169033	94169033	+	:assembly/GRCh38
GRCh38:chr11:+:102988426:102988426	chr11	102988426	102988426	+	:assembly/GRCh38
GRCh38:chr11:+:105850372:105850372	chr11	105850372	105850372	+	:assembly/GRCh38
GRCh38:chr11:+:107923458:107923458	chr11	107923458	107923458	+	:assembly/GRCh38
GRCh38:chr11:+:116744228:116744228	chr11	116744228	116744228	+	:assembly/GRCh38
GRCh38:chr11:+:117266368:117266368	chr11	117266368	117266368	+	:assembly/GRCh38
GRCh38:chr11:+:117776413:117776413	chr11	117776413	117776413	+	:assembly/GRCh38
GRCh38:chr11:+:124624130:124624130	chr11	124624130	124624130	+	:assembly/GRCh38
GRCh38:chr11:+:124766519:124766519	chr11	124766519	124766519	+	:assembly/GRCh38
GRCh38:chr11:+:133715278:133715278	chr11	133715278	133715278	+	:assembly/GRCh38
GRCh38:chr11:+:134217265:134217265	chr11	134217265	134217265	+	:assembly/GRCh38
GRCh38:chr12:+:1919749:1919749	chr12	1919749	1919749	+	:assembly/GRCh38
GRCh38:chr12:+:5021636:5021636	chr12	5021636	5021636	+	:assembly/GRCh38
GRCh38:chr12:+:6971714:6971714	chr12	6971714	6971714	+	:assembly/GRCh38
GRCh38:chr12:+:7280874:7280874	chr12	7280874	7280874	+	:assembly/GRCh38
GRCh38:chr12:+:21454120:21454120	chr12	21454120	21454120	+	:assembly/GRCh38
GRCh38:chr12:+:27832494:27832494	chr12	27832494	27832494	+	:assembly/GRCh38
GRCh38:chr12:+:27832495:27832495	chr12	27832495	27832495	+	:assembly/GRCh38
GRCh38:chr12:+:29519869:29519869	chr12	29519869	29519869	+	:assembly/GRCh38
GRCh38:chr12:+:31944741:31944741	chr12	31944741	31944741	+	:assembly/GRCh38
GRCh38:chr12:+:39947815:39947815	chr12	39947815	39947815	+	:assembly/GRCh38
GRCh38:chr12:+:50847366:50847366	chr12	50847366	50847366	+	:assembly/GRCh38
GRCh38:chr12:+:52377782:52377782	chr12	52377782	52377782	+	:assembly/GRCh38
GRCh38:chr12:+:52579169:52579169	chr12	52579169	52579169	+	:assembly/GRCh38
GRCh38:chr12:+:53591298:53591298	chr12	53591298	53591298	+	:assembly/GRCh38
GRCh38:chr12:+:53994753:53994753	chr12	53994753	53994753	+	:assembly/GRCh38
GRCh38:chr12:+:53994754:53994754	chr12	53994754	53994754	+	:assembly/GRCh38
GRCh38:chr12:+:54925983:54925983	chr12	54925983	54925983	+	:assembly/GRCh38
GRCh38:chr12:+:55688560:55688560	chr12	55688560	55688560	+	:assembly/GRCh38
GRCh38:chr12:+:55795105:55795105	chr12	55795105	55795105	+	:assembly/GRCh38
GRCh38:chr12:+:56231721:56231721	chr12	56231721	56231721	+	:assembly/GRCh38
GRCh38:chr12:+:56350811:56350811	chr12	56350811	56350811	+	:assembly/GRCh38
GRCh38:chr12:+:57861933:57861933	chr12	57861933	57861933	+	:assembly/GRCh38
GRCh38:chr12:+:69983338:69983338	chr12	69983338	69983338	+	:assembly/GRCh38
GRCh38:chr12:+:70953236:70953236	chr12	70953236	70953236	+	:assembly/GRCh38
GRCh38:chr12:+:70983957:70983957	chr12	70983957	70983957	+	:assembly/GRCh38
GRCh38:chr12:+:70988354:70988354	chr12	70988354	70988354	+	:assembly/GRCh38
GRCh38:chr12:+:71978171:71978171	chr12	71978171	71978171	+	:assembly/GRCh38
GRCh38:chr12:+:78592434:78592434	chr12	78592434	78592434	+	:assembly/GRCh38
GRCh38:chr12:+:102160028:102160028	chr12	102160028	102160028	+	:assembly/GRCh38
GRCh38:chr12:+:105538614:105538614	chr12	105538614	105538614	+	:assembly/GRCh38
GRCh38:chr12:+:122492784:122492784	chr12	122492784	122492784	+	:assembly/GRCh38
GRCh38:chr12:+:122626349:122626349	chr12	122626349	122626349	+	:assembly/GRCh38
GRCh38:chr12:+:124349233:124349233	chr12	124349233	124349233	+	:assembly/GRCh38
GRCh38:chr12:+:133201317:133201317	chr12	133201317	133201317	+	:assembly/GRCh38
GRCh38:chr13:+:21295803:21295803	chr13	21295803	21295803	+	:assembly/GRCh38
GRCh38:chr13:+:25341472:25341472	chr13	25341472	25341472	+	:assembly/GRCh38
GRCh38:chr13:+:27669839:27669839	chr13	27669839	27669839	+	:assembly/GRCh38
GRCh38:chr13:+:27998923:27998923	chr13	27998923	27998923	+	:assembly/GRCh38
GRCh38:chr13:+:52439669:52439669	chr13	52439669	52439669	+	:assembly/GRCh38
GRCh38:chr13:+:53007862:53007862	chr13	53007862	53007862	+	:assembly/GRCh38
GRCh38:chr13:+:61985614:61985614	chr13	61985614	61985614	+	:assembly/GRCh38
GRCh38:chr13:+:86368670:86368670	chr13	86368670	86368670	+	:assembly/GRCh38
GRCh38:chr13:+:96237023:96237023	chr13	96237023	96237023	+	:assembly/GRCh38
GRCh38:chr13:+:98642687:98642687	chr13	98642687	98642687	+	:assembly/GRCh38
GRCh38:chr13:+:101890156:101890156	chr13	101890156	101890156	+	:assembly/GRCh38
GRCh38:chr13:+:108518104:108518104	chr13	108518104	108518104	+	:assembly/GRCh38
GRCh38:chr14:+:20528255:20528255	chr14	20528255	20528255	+	:assembly/GRCh38
GRCh38:chr14:+:20586091:20586091	chr14	20586091	20586091	+	:assembly/GRCh38
GRCh38:chr14:+:23744935:23744935	chr14	23744935	23744935	+	:assembly/GRCh38
GRCh38:chr14:+:35008762:35008762	chr14	35008762	35008762	+	:assembly/GRCh38
GRCh38:chr14:+:52477646:52477646	chr14	52477646	52477646	+	:assembly/GRCh38
GRCh38:chr14:+:61180343:61180343	chr14	61180343	61180343	+	:assembly/GRCh38
GRCh38:chr14:+:63269158:63269158	chr14	63269158	63269158	+	:assembly/GRCh38
GRCh38:chr14:+:69707693:69707693	chr14	69707693	69707693	+	:assembly/GRCh38
GRCh38:chr14:+:70924572:70924572	chr14	70924572	70924572	+	:assembly/GRCh38
GRCh38:chr14:+:88429804:88429804	chr14	88429804	88429804	+	:assembly/GRCh38
GRCh38:chr14:+:94849047:94849047	chr14	94849047	94849047	+	:assembly/GRCh38
GRCh38:chr14:+:96178119:96178119	chr14	96178119	96178119	+	:assembly/GRCh38
GRCh38:chr14:+:101004911:101004911	chr14	101004911	101004911	+	:assembly/GRCh38
GRCh38:chr14:+:102391537:102391537	chr14	102391537	102391537	+	:assembly/GRCh38
GRCh38:chr15:+:21071328:21071328	chr15	21071328	21071328	+	:assembly/GRCh38
GRCh38:chr15:+:22369155:22369155	chr15	22369155	22369155	+	:assembly/GRCh38
GRCh38:chr15:+:25223057:25223057	chr15	25223057	25223057	+	:assembly/GRCh38
GRCh38:chr15:+:25620900:25620900	chr15	25620900	25620900	+	:assembly/GRCh38
GRCh38:chr15:+:26793154:26793154	chr15	26793154	26793154	+	:assembly/GRCh38
GRCh38:chr15:+:43045446:43045446	chr15	43045446	43045446	+	:assembly/GRCh38
GRCh38:chr15:+:45658597:45658597	chr15	45658597	45658597	+	:assembly/GRCh38
GRCh38:chr15:+:48060943:48060943	chr15	48060943	48060943	+	:assembly/GRCh38
GRCh38:chr15:+:55664108:55664108	chr15	55664108	55664108	+	:assembly/GRCh38
GRCh38:chr15:+:59102585:59102585	chr15	59102585	59102585	+	:assembly/GRCh38
GRCh38:chr15:+:62176399:62176399	chr15	62176399	62176399	+	:assembly/GRCh38
GRCh38:chr15:+:62234260:62234260	chr15	62234260	62234260	+	:assembly/GRCh38
GRCh38:chr15:+:63956765:63956765	chr15	63956765	63956765	+	:assembly/GRCh38
GRCh38:chr15:+:71211422:71211422	chr15	71211422	71211422	+	:assembly/GRCh38
GRCh38:chr15:+:75684759:75684759	chr15	75684759	75684759	+	:assembly/GRCh38
GRCh38:chr15:+:92459325:92459325	chr15	92459325	92459325	+	:assembly/GRCh38
GRCh38:chr16:+:685337:685337	chr16	685337	685337	+	:assembly/GRCh38
GRCh38:chr16:+:1391300:1391300	chr16	1391300	1391300	+	:assembly/GRCh38
GRCh38:chr16:+:2029264:2029264	chr16	2029264	2029264	+	:assembly/GRCh38
GRCh38:chr16:+:2231457:2231457	chr16	2231457	2231457	+	:assembly/GRCh38
GRCh38:chr16:+:4738802:4738802	chr16	4738802	4738802	+	:assembly/GRCh38
GRCh38:chr16:+:5053428:5053428	chr16	5053428	5053428	+	:assembly/GRCh38
GRCh38:chr16:+:10274213:10274213	chr16	10274213	10274213	+	:assembly/GRCh38
GRCh38:chr16:+:12450038:12450038	chr16	12450038	12450038	+	:assembly/GRCh38
GRCh38:chr16:+:29755993:29755993	chr16	29755993	29755993	+	:assembly/GRCh38
GRCh38:chr16:+:30038030:30038030	chr16	30038030	30038030	+	:assembly/GRCh38
GRCh38:chr16:+:30380759:30380759	chr16	30380759	30380759	+	:assembly/GRCh38
GRCh38:chr16:+:55846956:55846956	chr16	55846956	55846956	+	:assembly/GRCh38
GRCh38:chr16:+:67692968:67692968	chr16	67692968	67692968	+	:assembly/GRCh38
GRCh38:chr16:+:71482829:71482829	chr16	71482829	71482829	+	:assembly/GRCh38
GRCh38:chr16:+:71482830:71482830	chr16	71482830	71482830	+	:assembly/GRCh38
GRCh38:chr16:+:75270755:75270755	chr16	75270755	75270755	+	:assembly/GRCh38
GRCh38:chr16:+:81213294:81213294	chr16	81213294	81213294	+	:assembly/GRCh38
GRCh38:chr16:+:81388140:81388140	chr16	81388140	81388140	+	:assembly/GRCh38
GRCh38:chr16:+:86601359:86601359	chr16	86601359	86601359	+	:assembly/GRCh38
GRCh38:chr16:+:89347108:89347108	chr16	89347108	89347108	+	:assembly/GRCh38
GRCh38:chr16:+:89836653:89836653	chr16	89836653	89836653	+	:assembly/GRCh38
GRCh38:chr17:+:1442210:1442210	chr17	1442210	1442210	+	:assembly/GRCh38
GRCh38:chr17:+:2921384:2921384	chr17	2921384	2921384	+	:assembly/GRCh38
GRCh38:chr17:+:3839634:3839634	chr17	3839634	3839634	+	:assembly/GRCh38
GRCh38:chr17:+:7259556:7259556	chr17	7259556	7259556	+	:assembly/GRCh38
GRCh38:chr17:+:7577547:7577547	chr17	7577547	7577547	+	:assembly/GRCh38
GRCh38:chr17:+:8742964:8742964	chr17	8742964	8742964	+	:assembly/GRCh38
GRCh38:chr17:+:10265760:10265760	chr17	10265760	10265760	+	:assembly/GRCh38
GRCh38:chr17:+:10353876:10353876	chr17	10353876	10353876	+	:assembly/GRCh38
GRCh38:chr17:+:15163987:15163987	chr17	15163987	15163987	+	:assembly/GRCh38
GRCh38:chr17:+:27944540:27944540	chr17	27944540	27944540	+	:assembly/GRCh38
GRCh38:chr17:+:28772897:28772897	chr17	28772897	28772897	+	:assembly/GRCh38
GRCh38:chr17:+:34079754:34079754	chr17	34079754	34079754	+	:assembly/GRCh38
GRCh38:chr17:+:34263767:34263767	chr17	34263767	34263767	+	:assembly/GRCh38
GRCh38:chr17:+:34956148:34956148	chr17	34956148	34956148	+	:assembly/GRCh38
GRCh38:chr17:+:38855869:38855869	chr17	38855869	38855869	+	:assembly/GRCh38
GRCh38:chr17:+:41243995:41243995	chr17	41243995	41243995	+	:assembly/GRCh38
GRCh38:chr17:+:42337272:42337272	chr17	42337272	42337272	+	:assembly/GRCh38
GRCh38:chr17:+:46846377:46846377	chr17	46846377	46846377	+	:assembly/GRCh38
GRCh38:chr17:+:47121332:47121332	chr17	47121332	47121332	+	:assembly/GRCh38
GRCh38:chr17:+:48941138:48941138	chr17	48941138	48941138	+	:assembly/GRCh38
GRCh38:chr17:+:51901010:51901010	chr17	51901010	51901010	+	:assembly/GRCh38
GRCh38:chr17:+:57292205:57292205	chr17	57292205	57292205	+	:assembly/GRCh38
GRCh38:chr17:+:57759778:57759778	chr17	57759778	57759778	+	:assembly/GRCh38
GRCh38:chr17:+:67003929:67003929	chr17	67003929	67003929	+	:assembly/GRCh38
GRCh38:chr17:+:67515522:67515522	chr17	67515522	67515522	+	:assembly/GRCh38
GRCh38:chr17:+:68129039:68129039	chr17	68129039	68129039	+	:assembly/GRCh38
GRCh38:chr17:+:73498469:73498469	chr17	73498469	73498469	+	:assembly/GRCh38
GRCh38:chr17:+:74006293:74006293	chr17	74006293	74006293	+	:assembly/GRCh38
GRCh38:chr17:+:75209484:75209484	chr17	75209484	75209484	+	:assembly/GRCh38
GRCh38:chr17:+:78397424:78397424	chr17	78397424	78397424	+	:assembly/GRCh38
GRCh38:chr17:+:79663655:79663655	chr17	79663655	79663655	+	:assembly/GRCh38
GRCh38:chr17:+:79995337:79995337	chr17	79995337	79995337	+	:assembly/GRCh38
GRCh38:chr17:+:80405468:80405468	chr17	80405468	80405468	+	:assembly/GRCh38
GRCh38:chr18:+:5396220:5396220	chr18	5396220	5396220	+	:assembly/GRCh38
GRCh38:chr18:+:14848904:14848904	chr18	14848904	14848904	+	:assembly/GRCh38
GRCh38:chr18:+:14848905:14848905	chr18	14848905	14848905	+	:assembly/GRCh38
GRCh38:chr18:+:31318721:31318721	chr18	31318721	31318721	+	:assembly/GRCh38
GRCh38:chr18:+:56203571:56203571	chr18	56203571	56203571	+	:assembly/GRCh38
GRCh38:chr18:+:77895757:77895757	chr18	77895757	77895757	+	:assembly/GRCh38
GRCh38:chr19:+:2111328:2111328	chr19	2111328	2111328	+	:assembly/GRCh38
GRCh38:chr19:+:3905617:3905617	chr19	3905617	3905617	+	:assembly/GRCh38
GRCh38:chr19:+:4218072:4218072	chr19	4218072	4218072	+	:assembly/GRCh38
GRCh38:chr19:+:8386847:8386847	chr19	8386847	8386847	+	:assembly/GRCh38
GRCh38:chr19:+:9083048:9083048	chr19	9083048	9083048	+	:assembly/GRCh38
GRCh38:chr19:+:10087254:10087254	chr19	10087254	10087254	+	:assembly/GRCh38
GRCh38:chr19:+:10531745:10531745	chr19	10531745	10531745	+	:assembly/GRCh38
GRCh38:chr19:+:10610126:10610126	chr19	10610126	10610126	+	:assembly/GRCh38
GRCh38:chr19:+:10610127:10610127	chr19	10610127	10610127	+	:assembly/GRCh38
GRCh38:chr19:+:11456253:11456253	chr19	11456253	11456253	+	:assembly/GRCh38
GRCh38:chr19:+:13395975:13395975	chr19	13395975	13395975	+	:assembly/GRCh38
GRCh38:chr19:+:14515319:14515319	chr19	14515319	14515319	+	:assembly/GRCh38
GRCh38:chr19:+:16593368:16593368	chr19	16593368	16593368	+	:assembly/GRCh38
GRCh38:chr19:+:17321578:17321578	chr19	17321578	17321578	+	:assembly/GRCh38
GRCh38:chr19:+:17516342:17516342	chr19	17516342	17516342	+	:assembly/GRCh38
GRCh38:chr19:+:18255471:18255471	chr19	18255471	18255471	+	:assembly/GRCh38
GRCh38:chr19:+:18266796:18266796	chr19	18266796	18266796	+	:assembly/GRCh38
GRCh38:chr19:+:18266889:18266889	chr19	18266889	18266889	+	:assembly/GRCh38
GRCh38:chr19:+:22486634:22486634	chr19	22486634	22486634	+	:assembly/GRCh38
GRCh38:chr19:+:22497558:22497558	chr19	22497558	22497558	+	:assembly/GRCh38
GRCh38:chr19:+:23170197:23170197	chr19	23170197	23170197	+	:assembly/GRCh38
GRCh38:chr19:+:32902208:32902208	chr19	32902208	32902208	+	:assembly/GRCh38
GRCh38:chr19:+:34685466:34685466	chr19	34685466	34685466	+	:assembly/GRCh38
GRCh38:chr19:+:34685467:34685467	chr19	34685467	34685467	+	:assembly/GRCh38
GRCh38:chr19:+:35501077:35501077	chr19	35501077	35501077	+	:assembly/GRCh38
GRCh38:chr19:+:36339994:36339994	chr19	36339994	36339994	+	:assembly/GRCh38
GRCh38:chr19:+:37310306:37310306	chr19	37310306	37310306	+	:assembly/GRCh38
GRCh38:chr19:+:37854526:37854526	chr19	37854526	37854526	+	:assembly/GRCh38
GRCh38:chr19:+:38692603:38692603	chr19	38692603	38692603	+	:assembly/GRCh38
GRCh38:chr19:+:38692604:38692604	chr19	38692604	38692604	+	:assembly/GRCh38
GRCh38:chr19:+:39996047:39996047	chr19	39996047	39996047	+	:assembly/GRCh38
GRCh38:chr19:+:41076379:41076379	chr19	41076379	41076379	+	:assembly/GRCh38
GRCh38:chr19:+:42085709:42085709	chr19	42085709	42085709	+	:assembly/GRCh38
GRCh38:chr19:+:43576076:43576076	chr19	43576076	43576076	+	:assembly/GRCh38
GRCh38:chr19:+:43922095:43922095	chr19	43922095	43922095	+	:assembly/GRCh38
GRCh38:chr19:+:44417720:44417720	chr19	44417720	44417720	+	:assembly/GRCh38
GRCh38:chr19:+:47184939:47184939	chr19	47184939	47184939	+	:assembly/GRCh38
GRCh38:chr19:+:47423634:47423634	chr19	47423634	47423634	+	:assembly/GRCh38
GRCh38:chr19:+:49901291:49901291	chr19	49901291	49901291	+	:assembly/GRCh38
GRCh38:chr19:+:50266391:50266391	chr19	50266391	50266391	+	:assembly/GRCh38
